wavelength	taustar	t_lower_error	t_upper_error	Ro	Ro_lower_error	Ro_upper_error	norm	norm_lower_error	norm_upper_error	line
5.039		3.86E-2	3.95E-2 	15.72E-2 	1.55 	0.09		0.12		3.72E-5	0.19E-5			0.20E-5			SXV(He-like)
6.182 		1.78 	0.20 		0.22 		1.01 	0.01 		0.14		1.08E-5	0.07E-5			0.08E-5			SiXIV
6.648 		0.72 	0.10 		0.10 		1.55 	0.03 		0.03		1.54E-4	0.02E-4			0.02E-4			SiXIII(He-like)
8.421 		1.01 	0.19 		0.22 		1.48 	0.07 		0.07		3.88E-5	0.14E-5			0.14E-5			MgXII
9.169 		1.05 	0.14 		0.15 		1.74 	0.05 		0.06		2.41E-4	0.05E-4			0.05E-4			MgXI(He-like)
10.239		1.99	0.45		0.53		1.35	0.35		0.17		3.38E-5	0.25E-5			0.25E-5			NeX
11.544 		1.50 	0.45 		0.60 		1.99 	0.21 		0.24		7.24E-5	0.43E-5			0.44E-5			NeIX
12.134 		2.89 	0.18 		0.21		1.01 	0.01 		0.22		2.67E-4	0.09E-4			0.09E-4			NeX
15.014 		3.06 	0.29 		0.34		1.01 	0.01		0.28		6.16E-4	0.26E-4			0.27E-4			FeXVII
16.780		3.45	0.84		0.94		1.59	0.59		0.29		3.55E-4	0.31E-4			0.32E-4			FeXVII
