0.1000	380.839
0.1001	380.161
0.1002	379.485
0.1003	378.81
0.1004	378.137
0.1005	377.465
0.1006	376.795
0.1007	376.127
0.1008	375.46
0.1009	374.795
0.101	374.131
0.1011	373.469
0.1012	372.808
0.1013	372.15
0.1014	371.492
0.1015	370.836
0.1016	370.182
0.1017	369.529
0.1018	368.878
0.1019	368.228
0.102	367.58
0.1021	366.934
0.1022	366.289
0.1023	365.645
0.1024	365.003
0.1025	364.362
0.1026	363.723
0.1027	363.086
0.1028	362.45
0.1029	361.815
0.103	361.182
0.1031	360.551
0.1032	359.921
0.1033	359.292
0.1034	358.665
0.1035	358.039
0.1036	357.415
0.1037	356.792
0.1038	356.171
0.1039	355.551
0.104	354.933
0.1041	354.316
0.1042	353.7
0.1043	353.086
0.1044	352.473
0.1045	351.862
0.1046	351.252
0.1047	350.644
0.1048	350.037
0.1049	349.432
0.105	348.827
0.1051	348.225
0.1052	347.623
0.1053	347.023
0.1054	346.425
0.1055	346.236
0.1056	345.64
0.1057	345.045
0.1058	344.452
0.1059	343.86
0.106	343.275
0.1061	342.685
0.1062	342.098
0.1063	341.511
0.1064	340.926
0.1065	340.342
0.1066	339.76
0.1067	339.178
0.1068	338.599
0.1069	338.02
0.107	337.443
0.1071	336.867
0.1072	336.293
0.1073	335.72
0.1074	335.148
0.1075	334.577
0.1076	334.008
0.1077	333.44
0.1078	332.874
0.1079	332.308
0.108	331.744
0.1081	331.182
0.1082	330.62
0.1083	330.06
0.1084	329.501
0.1085	328.943
0.1086	328.387
0.1087	327.832
0.1088	327.278
0.1089	326.726
0.109	326.174
0.1091	325.624
0.1092	325.076
0.1093	324.528
0.1094	323.982
0.1095	323.437
0.1096	322.893
0.1097	322.35
0.1098	321.809
0.1099	321.269
0.11	320.73
0.1101	320.192
0.1102	319.656
0.1103	319.121
0.1104	318.587
0.1105	318.054
0.1106	317.522
0.1107	316.992
0.1108	316.463
0.1109	315.934
0.111	315.408
0.1111	314.882
0.1112	314.358
0.1113	313.834
0.1114	313.312
0.1115	312.791
0.1116	312.271
0.1117	311.753
0.1118	311.235
0.1119	310.719
0.112	310.204
0.1121	309.69
0.1122	309.177
0.1123	308.666
0.1124	308.155
0.1125	307.646
0.1126	307.137
0.1127	306.63
0.1128	306.124
0.1129	305.619
0.113	305.116
0.1131	304.613
0.1132	304.112
0.1133	303.611
0.1134	303.112
0.1135	302.853
0.1136	302.356
0.1137	301.86
0.1138	301.366
0.1139	300.872
0.114	300.379
0.1141	299.888
0.1142	299.398
0.1143	298.909
0.1144	298.421
0.1145	297.933
0.1146	297.447
0.1147	296.963
0.1148	296.479
0.1149	295.996
0.115	295.514
0.1151	295.034
0.1152	294.554
0.1153	294.075
0.1154	293.598
0.1155	293.122
0.1156	292.646
0.1157	292.172
0.1158	291.699
0.1159	291.226
0.116	290.755
0.1161	290.285
0.1162	289.816
0.1163	289.348
0.1164	288.881
0.1165	288.415
0.1166	287.949
0.1167	287.485
0.1168	287.022
0.1169	286.56
0.117	286.099
0.1171	285.639
0.1172	285.18
0.1173	284.722
0.1174	284.266
0.1175	283.81
0.1176	283.355
0.1177	282.901
0.1178	282.448
0.1179	281.995
0.118	281.544
0.1181	281.094
0.1182	280.645
0.1183	280.197
0.1184	279.75
0.1185	279.304
0.1186	278.859
0.1187	278.414
0.1188	277.971
0.1189	277.529
0.119	277.087
0.1191	276.647
0.1192	276.208
0.1193	275.769
0.1194	275.332
0.1195	274.895
0.1196	274.459
0.1197	274.024
0.1198	273.591
0.1199	273.158
0.12	272.726
0.1201	272.295
0.1202	271.865
0.1203	271.436
0.1204	271.007
0.1205	270.58
0.1206	270.154
0.1207	269.728
0.1208	269.304
0.1209	268.88
0.121	268.457
0.1211	268.173
0.1212	267.752
0.1213	267.332
